raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,fastestLap,fastestLapTime,statusId,fastestLapTime_td
1141,857,1,81,1,2,2,2,7,24,17,1:11.783,1,0 days 00:01:11.783000
1141,844,6,16,3,3,3,3,6,24,3,1:11.914,1,0 days 00:01:11.914000
1141,830,9,1,4,4,4,4,5,24,18,1:11.852,1,0 days 00:01:11.852000
1141,832,6,55,5,5,5,5,4,24,17,1:11.975,1,0 days 00:01:11.975000
1141,847,131,63,6,6,6,6,3,24,12,1:12.142,1,0 days 00:01:12.142000
1141,842,214,10,7,7,7,7,2,24,19,1:12.400,1,0 days 00:01:12.400000
1141,815,9,11,13,8,8,8,1,24,24,1:11.678,1,0 days 00:01:11.678000
1141,859,215,30,8,9,9,9,0,24,18,1:12.596,1,0 days 00:01:12.596000
1141,848,3,23,9,10,10,10,0,24,24,1:11.692,1,0 days 00:01:11.692000
1141,1,131,44,11,11,11,11,0,24,21,1:12.546,1,0 days 00:01:12.546000
1141,861,3,43,14,12,12,12,0,24,15,1:12.701,1,0 days 00:01:12.701000
1141,839,214,31,16,13,13,13,0,24,16,1:12.882,1,0 days 00:01:12.882000
1141,860,210,50,10,14,14,14,0,24,4,1:12.974,1,0 days 00:01:12.974000
1141,852,215,22,17,15,15,15,0,24,14,1:12.838,1,0 days 00:01:12.838000
1141,822,15,77,15,16,16,16,0,24,24,1:12.698,1,0 days 00:01:12.698000
1141,855,15,24,0,17,17,17,0,24,3,1:13.559,1,0 days 00:01:13.559000
1141,4,117,14,0,18,18,18,0,24,16,1:13.111,1,0 days 00:01:13.111000
1141,840,117,18,0,19,19,19,0,24,3,1:13.560,1,0 days 00:01:13.560000
1141,807,210,27,12,20,20,20,0,19,16,1:12.879,43,0 days 00:01:12.879000
1143,857,1,81,3,1,1,1,8,19,17,1:24.494,1,0 days 00:01:24.494000
1143,846,1,4,1,2,2,2,7,19,13,1:24.329,1,0 days 00:01:24.329000
1143,847,131,63,2,3,3,3,6,19,18,1:24.380,1,0 days 00:01:24.380000
1143,832,6,55,4,4,4,4,5,19,16,1:24.405,1,0 days 00:01:24.405000
1143,844,6,16,5,5,5,5,4,19,18,1:23.923,1,0 days 00:01:23.923000
1143,1,131,44,7,6,6,6,3,19,18,1:24.337,1,0 days 00:01:24.337000
1143,807,210,27,9,7,7,7,2,19,18,1:24.284,1,0 days 00:01:24.284000
1143,830,9,1,6,8,8,8,1,19,18,1:24.577,1,0 days 00:01:24.577000
1143,842,214,10,8,9,9,9,0,19,19,1:24.930,1,0 days 00:01:24.930000
1143,825,210,20,15,10,10,10,0,19,18,1:24.568,1,0 days 00:01:24.568000
1143,4,117,14,11,11,11,11,0,19,19,1:24.281,1,0 days 00:01:24.281000
1143,822,15,77,13,12,12,12,0,19,12,1:25.447,1,0 days 00:01:25.447000
1143,840,117,18,14,13,13,13,0,19,18,1:25.369,1,0 days 00:01:25.369000
1143,839,214,31,17,14,14,14,0,19,19,1:25.598,1,0 days 00:01:25.598000
1143,848,3,23,12,15,15,15,0,19,18,1:25.443,1,0 days 00:01:25.443000
1143,859,215,30,10,16,16,16,0,19,18,1:25.762,1,0 days 00:01:25.762000
1143,852,215,22,16,17,17,17,0,19,17,1:25.838,1,0 days 00:01:25.838000
1143,861,3,43,0,18,18,18,0,19,18,1:25.599,1,0 days 00:01:25.599000
1143,855,15,24,18,19,19,19,0,19,19,1:25.051,1,0 days 00:01:25.051000
1143,815,9,11,0,20,20,20,0,19,18,1:24.892,1,0 days 00:01:24.892000
