raceId,driverId,stop,lap,duration,duration_s
841,153,1,1,26.898,0 days 00:00:26.898000
841,30,1,1,25.021,0 days 00:00:25.021000
841,17,1,11,23.426,0 days 00:00:23.426000
841,4,1,12,23.251,0 days 00:00:23.251000
841,13,1,13,23.842,0 days 00:00:23.842000
841,22,1,13,23.643,0 days 00:00:23.643000
841,20,1,14,22.603,0 days 00:00:22.603000
841,814,1,14,24.863,0 days 00:00:24.863000
841,816,1,14,25.259,0 days 00:00:25.259000
841,67,1,15,25.342,0 days 00:00:25.342000
841,2,1,15,22.994,0 days 00:00:22.994000
841,1,1,16,23.227,0 days 00:00:23.227000
841,808,1,16,24.535,0 days 00:00:24.535000
841,3,1,16,23.716,0 days 00:00:23.716000
841,155,1,16,24.064,0 days 00:00:24.064000
841,16,1,16,25.978,0 days 00:00:25.978000
841,15,1,16,24.899,0 days 00:00:24.899000
841,18,1,17,16.867,0 days 00:00:16.867000
841,153,2,17,24.463,0 days 00:00:24.463000
841,5,1,17,24.865,0 days 00:00:24.865000
841,30,2,17,23.988,0 days 00:00:23.988000
841,10,1,18,23.792,0 days 00:00:23.792000
841,18,2,19,23.303,0 days 00:00:23.303000
841,815,1,23,23.438,0 days 00:00:23.438000
841,22,2,23,37.856,0 days 00:00:37.856000
841,17,2,26,22.52,0 days 00:00:22.520000
841,4,2,27,24.733,0 days 00:00:24.733000
841,22,3,28,16.892,0 days 00:00:16.892000
841,67,2,29,23.1,0 days 00:00:23.100000
841,2,2,30,25.098,0 days 00:00:25.098000
841,13,2,31,24.5,0 days 00:00:24.500000
841,155,2,32,24.192,0 days 00:00:24.192000
841,20,2,36,24.036,0 days 00:00:24.036000
841,1,2,36,23.199,0 days 00:00:23.199000
841,153,3,35,26.348,0 days 00:00:26.348000
841,808,2,36,25.683,0 days 00:00:25.683000
841,814,2,36,24.332,0 days 00:00:24.332000
841,18,3,37,22.681,0 days 00:00:22.681000
841,16,2,37,23.871,0 days 00:00:23.871000
841,15,2,37,24.848,0 days 00:00:24.848000
841,816,2,38,26.446,0 days 00:00:26.446000
841,17,3,41,26.23,0 days 00:00:26.230000
841,22,4,40,26.309,0 days 00:00:26.309000
841,4,3,42,24.181,0 days 00:00:24.181000
841,13,3,48,24.095,0 days 00:00:24.095000
842,16,1,3,31.694,0 days 00:00:31.694000
842,22,1,3,32.978,0 days 00:00:32.978000
842,17,1,10,22.572,0 days 00:00:22.572000
842,814,1,11,22.773,0 days 00:00:22.773000
842,1,1,12,22.552,0 days 00:00:22.552000
842,20,1,13,23.019,0 days 00:00:23.019000
842,2,1,13,23.9,0 days 00:00:23.900000
842,18,1,13,22.4,0 days 00:00:22.400000
842,13,1,13,29.224,0 days 00:00:29.224000
842,15,1,13,25.516,0 days 00:00:25.516000
842,4,1,14,23.152,0 days 00:00:23.152000
842,30,1,14,22.576,0 days 00:00:22.576000
842,808,1,15,23.182,0 days 00:00:23.182000
842,67,1,15,23.28,0 days 00:00:23.280000
842,3,1,15,24.967,0 days 00:00:24.967000
842,5,1,15,29.084,0 days 00:00:29.084000
842,153,1,16,23.584,0 days 00:00:23.584000
842,16,2,16,22.046,0 days 00:00:22.046000
842,155,1,17,23.28,0 days 00:00:23.280000
842,815,1,17,23.597,0 days 00:00:23.597000
842,10,1,17,24.617,0 days 00:00:24.617000
842,816,1,17,26.252,0 days 00:00:26.252000
842,24,1,17,27.815,0 days 00:00:27.815000
842,22,2,17,24.502,0 days 00:00:24.502000
842,67,2,20,29.843,0 days 00:00:29.843000
842,17,2,22,21.991,0 days 00:00:21.991000
842,18,2,23,22.471,0 days 00:00:22.471000
842,1,2,24,22.611,0 days 00:00:22.611000
842,814,2,24,22.419,0 days 00:00:22.419000
842,20,2,25,21.893,0 days 00:00:21.893000
842,4,2,26,23.894,0 days 00:00:23.894000
842,2,2,26,23.221,0 days 00:00:23.221000
842,13,2,27,22.541,0 days 00:00:22.541000
842,808,2,27,22.68,0 days 00:00:22.680000
842,30,2,28,22.261,0 days 00:00:22.261000
842,3,2,29,22.577,0 days 00:00:22.577000
842,17,3,32,22.069,0 days 00:00:22.069000
842,153,2,32,22.888,0 days 00:00:22.888000
842,16,3,32,22.55,0 days 00:00:22.550000
842,67,3,32,27.439,0 days 00:00:27.439000
842,5,2,34,23.336,0 days 00:00:23.336000
842,10,2,34,24.429,0 days 00:00:24.429000
842,816,2,35,24.416,0 days 00:00:24.416000
842,155,2,36,23.442,0 days 00:00:23.442000
842,1,3,37,25.382,0 days 00:00:25.382000
842,814,3,37,23.977,0 days 00:00:23.977000
842,18,3,38,22.483,0 days 00:00:22.483000
842,13,3,38,22.893,0 days 00:00:22.893000
842,2,3,39,22.602,0 days 00:00:22.602000
842,24,2,38,26.554,0 days 00:00:26.554000
842,3,3,40,22.526,0 days 00:00:22.526000
842,20,3,41,22.313,0 days 00:00:22.313000
842,4,3,41,23.812,0 days 00:00:23.812000
842,30,3,42,22.227,0 days 00:00:22.227000
842,17,4,43,22.161,0 days 00:00:22.161000
842,808,3,44,28.694,0 days 00:00:28.694000
842,4,4,46,27.182,0 days 00:00:27.182000
842,24,3,44,38.823,0 days 00:00:38.823000
842,1,4,52,22.466,0 days 00:00:22.466000
843,153,1,9,22.419,0 days 00:00:22.419000
843,24,1,9,14.16,0 days 00:00:14.160000
843,30,1,10,20.522,0 days 00:00:20.522000
843,17,1,10,23.442,0 days 00:00:23.442000
843,813,1,10,23.16,0 days 00:00:23.160000
843,814,1,11,21.989,0 days 00:00:21.989000
843,3,1,12,20.771,0 days 00:00:20.771000
843,67,1,12,22.01,0 days 00:00:22.010000
843,18,1,14,23.779,0 days 00:00:23.779000
843,20,1,14,21.995,0 days 00:00:21.995000
843,155,1,14,21.855,0 days 00:00:21.855000
843,13,1,15,21.624,0 days 00:00:21.624000
843,1,1,15,20.878,0 days 00:00:20.878000
843,16,1,15,20.989,0 days 00:00:20.989000
843,4,1,16,22.524,0 days 00:00:22.524000
843,815,1,16,21.473,0 days 00:00:21.473000
843,22,1,16,21.709,0 days 00:00:21.709000
843,67,2,16,24.722,0 days 00:00:24.722000
843,10,1,16,22.683,0 days 00:00:22.683000
843,808,1,17,21.981,0 days 00:00:21.981000
843,2,1,18,22.216,0 days 00:00:22.216000
843,5,1,19,22.485,0 days 00:00:22.485000
843,15,1,20,23.029,0 days 00:00:23.029000
843,816,1,20,22.901,0 days 00:00:22.901000
843,24,2,21,24.467,0 days 00:00:24.467000
843,39,1,23,26.049,0 days 00:00:26.049000
843,18,2,24,20.758,0 days 00:00:20.758000
843,3,2,25,22.005,0 days 00:00:22.005000
843,1,2,25,20.533,0 days 00:00:20.533000
843,17,2,25,21.132,0 days 00:00:21.132000
843,813,2,25,22.062,0 days 00:00:22.062000
843,30,2,26,21.964,0 days 00:00:21.964000
843,10,2,28,21.908,0 days 00:00:21.908000
843,16,2,30,21.058,0 days 00:00:21.058000
843,155,2,30,21.936,0 days 00:00:21.936000
843,2,2,30,21.821,0 days 00:00:21.821000
843,20,2,31,21.533,0 days 00:00:21.533000
843,4,2,32,21.251,0 days 00:00:21.251000
843,814,2,32,21.218,0 days 00:00:21.218000
843,13,2,33,21.168,0 days 00:00:21.168000
843,67,3,33,21.928,0 days 00:00:21.928000
843,816,2,34,22.802,0 days 00:00:22.802000
843,22,2,35,21.481,0 days 00:00:21.481000
843,815,2,36,23.397,0 days 00:00:23.397000
843,18,3,37,21.237,0 days 00:00:21.237000
843,808,2,37,22.005,0 days 00:00:22.005000
843,1,3,38,20.567,0 days 00:00:20.567000
843,3,3,39,20.72,0 days 00:00:20.720000
843,30,3,39,21.4,0 days 00:00:21.400000
843,17,3,40,21.091,0 days 00:00:21.091000
843,10,3,39,33.827,0 days 00:00:33.827000
843,5,2,40,21.89,0 days 00:00:21.890000
843,813,3,40,27.62,0 days 00:00:27.620000
843,15,2,42,22.26,0 days 00:00:22.260000
843,24,3,45,23.499,0 days 00:00:23.499000
843,16,3,47,28.708,0 days 00:00:28.708000
843,815,3,48,13.9,0 days 00:00:13.900000
843,815,4,50,28.845,0 days 00:00:28.845000
844,815,1,1,29.27,0 days 00:00:29.270000
844,30,1,2,30.182,0 days 00:00:30.182000
844,808,1,8,21.422,0 days 00:00:21.422000
844,13,1,9,22.022,0 days 00:00:22.022000
844,1,1,9,20.833,0 days 00:00:20.833000
844,67,1,9,21.769,0 days 00:00:21.769000
844,17,1,10,21.05,0 days 00:00:21.050000
844,4,1,10,21.308,0 days 00:00:21.308000
844,3,1,10,22.573,0 days 00:00:22.573000
844,2,1,10,22.3,0 days 00:00:22.300000
844,22,1,10,22.717,0 days 00:00:22.717000
844,16,1,10,21.649,0 days 00:00:21.649000
844,20,1,11,20.623,0 days 00:00:20.623000
844,814,1,11,20.775,0 days 00:00:20.775000
844,813,1,11,23.881,0 days 00:00:23.881000
844,18,1,13,21.368,0 days 00:00:21.368000
844,155,1,13,21.82,0 days 00:00:21.820000
844,153,1,13,22.713,0 days 00:00:22.713000
844,15,1,13,23.066,0 days 00:00:23.066000
844,30,2,14,20.907,0 days 00:00:20.907000
844,39,1,14,27.353,0 days 00:00:27.353000
844,5,1,15,22.854,0 days 00:00:22.854000
844,24,1,15,24.634,0 days 00:00:24.634000
844,815,2,16,22.895,0 days 00:00:22.895000
844,816,1,16,22.779,0 days 00:00:22.779000
844,24,2,16,56.611,0 days 00:00:56.611000
844,808,2,19,21.323,0 days 00:00:21.323000
844,1,2,20,21.075,0 days 00:00:21.075000
844,17,2,21,20.421,0 days 00:00:20.421000
844,3,2,22,20.927,0 days 00:00:20.927000
844,2,2,22,21.919,0 days 00:00:21.919000
844,4,2,23,21.732,0 days 00:00:21.732000
844,13,2,23,21.322,0 days 00:00:21.322000
844,67,2,23,22.128,0 days 00:00:22.128000
844,155,2,23,23.455,0 days 00:00:23.455000
844,22,2,24,22.868,0 days 00:00:22.868000
844,814,2,24,20.93,0 days 00:00:20.930000
844,20,2,25,20.112,0 days 00:00:20.112000
844,16,2,25,21.084,0 days 00:00:21.084000
844,813,2,25,22.555,0 days 00:00:22.555000
844,15,2,25,22.862,0 days 00:00:22.862000
844,18,2,26,22.639,0 days 00:00:22.639000
844,39,2,27,24.962,0 days 00:00:24.962000
844,153,2,29,21.826,0 days 00:00:21.826000
844,30,3,30,20.379,0 days 00:00:20.379000
844,5,2,31,21.633,0 days 00:00:21.633000
844,814,3,32,20.887,0 days 00:00:20.887000
844,815,3,32,22.365,0 days 00:00:22.365000
844,3,3,33,20.949,0 days 00:00:20.949000
844,1,3,34,35.688,0 days 00:00:35.688000
844,816,2,33,24.837,0 days 00:00:24.837000
844,808,3,34,21.838,0 days 00:00:21.838000
844,13,3,34,23.471,0 days 00:00:23.471000
844,17,3,35,20.843,0 days 00:00:20.843000
844,4,3,36,21.702,0 days 00:00:21.702000
844,2,3,36,20.872,0 days 00:00:20.872000
844,24,3,35,25.125,0 days 00:00:25.125000
844,155,3,38,22.456,0 days 00:00:22.456000
844,18,3,39,21.417,0 days 00:00:21.417000
844,153,3,39,21.986,0 days 00:00:21.986000
844,20,3,40,20.385,0 days 00:00:20.385000
844,15,3,39,22.219,0 days 00:00:22.219000
844,67,3,40,22.032,0 days 00:00:22.032000
844,22,3,40,21.687,0 days 00:00:21.687000
844,16,3,40,21.006,0 days 00:00:21.006000
844,24,4,37,43.603,0 days 00:00:43.603000
844,813,3,41,21.827,0 days 00:00:21.827000
844,815,4,42,21.715,0 days 00:00:21.715000
844,3,4,44,20.308,0 days 00:00:20.308000
844,814,4,44,21.403,0 days 00:00:21.403000
844,17,4,45,22.087,0 days 00:00:22.087000
844,808,4,45,21.662,0 days 00:00:21.662000
844,30,4,45,20.597,0 days 00:00:20.597000
844,4,4,46,21.379,0 days 00:00:21.379000
844,813,4,45,13.925,0 days 00:00:13.925000
844,1,4,46,22.041,0 days 00:00:22.041000
844,2,4,46,21.884,0 days 00:00:21.884000
844,13,4,46,26.685,0 days 00:00:26.685000
844,20,4,47,20.489,0 days 00:00:20.489000
844,39,3,45,24.474,0 days 00:00:24.474000
844,5,3,53,23.114,0 days 00:00:23.114000
844,153,4,55,21.931,0 days 00:00:21.931000
845,155,1,1,24.871,0 days 00:00:24.871000
845,815,1,7,23.592,0 days 00:00:23.592000
845,813,1,8,22.689,0 days 00:00:22.689000
845,20,1,9,20.253,0 days 00:00:20.253000
845,67,1,9,20.818,0 days 00:00:20.818000
845,4,1,10,20.567,0 days 00:00:20.567000
845,17,1,10,20.881,0 days 00:00:20.881000
845,30,1,10,20.084,0 days 00:00:20.084000
845,1,1,11,19.761,0 days 00:00:19.761000
845,808,1,11,21.856,0 days 00:00:21.856000
845,3,1,11,20.647,0 days 00:00:20.647000
845,13,1,11,20.8,0 days 00:00:20.800000
845,153,1,11,20.741,0 days 00:00:20.741000
845,22,1,11,29.936,0 days 00:00:29.936000
845,16,1,13,20.773,0 days 00:00:20.773000
845,18,1,14,20.015,0 days 00:00:20.015000
845,39,1,14,24.843,0 days 00:00:24.843000
845,814,1,15,20.07,0 days 00:00:20.070000
845,15,1,15,22.364,0 days 00:00:22.364000
845,5,1,16,21.019,0 days 00:00:21.019000
845,24,1,16,23.157,0 days 00:00:23.157000
845,10,1,16,22.744,0 days 00:00:22.744000
845,816,1,17,23.176,0 days 00:00:23.176000
845,20,2,18,19.887,0 days 00:00:19.887000
845,4,2,19,20.238,0 days 00:00:20.238000
845,17,2,19,20.079,0 days 00:00:20.079000
845,813,2,20,24.821,0 days 00:00:24.821000
845,13,2,21,21.635,0 days 00:00:21.635000
845,2,1,21,21.322,0 days 00:00:21.322000
845,1,2,23,20.235,0 days 00:00:20.235000
845,22,2,23,21.226,0 days 00:00:21.226000
845,153,2,24,20.872,0 days 00:00:20.872000
845,67,2,25,24.745,0 days 00:00:24.745000
845,155,2,25,21.128,0 days 00:00:21.128000
845,30,2,26,20.487,0 days 00:00:20.487000
845,808,2,26,24.232,0 days 00:00:24.232000
845,3,2,27,19.534,0 days 00:00:19.534000
845,4,3,29,20.738,0 days 00:00:20.738000
845,17,3,29,20.279,0 days 00:00:20.279000
845,5,2,28,20.807,0 days 00:00:20.807000
845,815,2,29,21.143,0 days 00:00:21.143000
845,15,2,29,21.723,0 days 00:00:21.723000
845,39,2,28,24.448,0 days 00:00:24.448000
845,18,2,30,20.763,0 days 00:00:20.763000
845,16,2,30,20.267,0 days 00:00:20.267000
845,814,2,32,20.126,0 days 00:00:20.126000
845,20,3,34,20.426,0 days 00:00:20.426000
845,1,3,35,20.473,0 days 00:00:20.473000
845,816,2,34,22.982,0 days 00:00:22.982000
845,22,3,35,20.65,0 days 00:00:20.650000
845,13,3,36,22.419,0 days 00:00:22.419000
845,813,3,36,21.574,0 days 00:00:21.574000
845,2,2,36,21.953,0 days 00:00:21.953000
845,153,3,36,21.019,0 days 00:00:21.019000
845,4,4,39,20.38,0 days 00:00:20.380000
845,10,2,38,21.632,0 days 00:00:21.632000
845,30,3,41,20.451,0 days 00:00:20.451000
845,808,3,41,21.739,0 days 00:00:21.739000
845,5,3,41,23.068,0 days 00:00:23.068000
845,3,3,42,20.395,0 days 00:00:20.395000
845,67,3,42,20.819,0 days 00:00:20.819000
845,15,3,43,23.001,0 days 00:00:23.001000
845,155,3,44,20.5,0 days 00:00:20.500000
845,17,4,47,19.984,0 days 00:00:19.984000
845,20,4,48,20.292,0 days 00:00:20.292000
845,815,3,47,21.829,0 days 00:00:21.829000
845,18,3,48,20.107,0 days 00:00:20.107000
845,1,4,49,20.988,0 days 00:00:20.988000
845,16,3,48,23.23,0 days 00:00:23.230000
845,39,3,47,24.298,0 days 00:00:24.298000
845,2,3,50,20.796,0 days 00:00:20.796000
845,153,4,50,23.143,0 days 00:00:23.143000
845,816,3,49,21.708,0 days 00:00:21.708000
845,814,3,51,20.573,0 days 00:00:20.573000
845,813,4,53,22.077,0 days 00:00:22.077000
845,10,3,53,21.17,0 days 00:00:21.170000
845,22,4,54,20.637,0 days 00:00:20.637000
846,30,1,12,35.084,0 days 00:00:35.084000
846,18,1,15,25.28,0 days 00:00:25.280000
846,3,1,15,25.189,0 days 00:00:25.189000
846,20,1,16,28.536,0 days 00:00:28.536000
846,17,1,16,37.735,0 days 00:00:37.735000
846,4,1,17,25.352,0 days 00:00:25.352000
846,5,1,19,26.477,0 days 00:00:26.477000
846,814,1,20,24.97,0 days 00:00:24.970000
846,1,1,22,31.445,0 days 00:00:31.445000
846,10,1,22,26.827,0 days 00:00:26.827000
846,15,1,24,25.595,0 days 00:00:25.595000
846,813,1,25,26.468,0 days 00:00:26.468000
846,13,1,26,26.615,0 days 00:00:26.615000
846,39,1,25,28.325,0 days 00:00:28.325000
846,814,2,27,19.36,0 days 00:00:19.360000
846,808,1,28,28.856,0 days 00:00:28.856000
846,153,1,29,25.907,0 days 00:00:25.907000
846,22,1,32,25.921,0 days 00:00:25.921000
846,18,2,33,26.421,0 days 00:00:26.421000
846,814,3,32,47.226,0 days 00:00:47.226000
846,2,1,33,25.851,0 days 00:00:25.851000
846,67,1,33,26.073,0 days 00:00:26.073000
846,4,2,34,31.382,0 days 00:00:31.382000
846,3,2,33,25.31,0 days 00:00:25.310000
846,24,1,32,28.298,0 days 00:00:28.298000
846,816,1,33,27.577,0 days 00:00:27.577000
846,155,1,34,28.642,0 days 00:00:28.642000
846,16,1,34,25.037,0 days 00:00:25.037000
846,39,2,33,39.917,0 days 00:00:39.917000
846,1,2,43,19.347,0 days 00:00:19.347000
846,15,2,46,26.065,0 days 00:00:26.065000
846,18,3,48,24.67,0 days 00:00:24.670000
846,1,3,49,26.977,0 days 00:00:26.977000
846,5,2,52,25.878,0 days 00:00:25.878000
846,3,3,53,25.116,0 days 00:00:25.116000
846,813,2,54,25.687,0 days 00:00:25.687000
846,17,2,55,26.269,0 days 00:00:26.269000
846,153,2,56,27.55,0 days 00:00:27.550000
846,67,2,62,25.045,0 days 00:00:25.045000
846,816,2,63,26.464,0 days 00:00:26.464000
846,16,2,68,27.879,0 days 00:00:27.879000
846,22,2,68,25.675,0 days 00:00:25.675000
846,2,2,69,26.281,0 days 00:00:26.281000
847,18,1,8,23.65,0 days 00:00:23.650000
847,24,1,9,27.202,0 days 00:00:27.202000
847,18,2,13,14.501,0 days 00:00:14.501000
847,22,1,15,23.305,0 days 00:00:23.305000
847,16,1,16,24.052,0 days 00:00:24.052000
847,4,1,17,23.893,0 days 00:00:23.893000
847,3,1,17,23.105,0 days 00:00:23.105000
847,813,1,17,23.571,0 days 00:00:23.571000
847,67,1,17,23.949,0 days 00:00:23.949000
847,816,1,17,24.143,0 days 00:00:24.143000
847,30,1,18,24.472,0 days 00:00:24.472000
847,4,2,19,26.348,0 days 00:00:26.348000
847,18,3,19,23.868,0 days 00:00:23.868000
847,3,2,19,22.986,0 days 00:00:22.986000
847,153,1,19,26.045,0 days 00:00:26.045000
847,22,2,19,25.066,0 days 00:00:25.066000
847,5,1,19,44.037,0 days 00:00:44.037000
847,15,1,19,51.684,0 days 00:00:51.684000
847,813,2,19,24.943,0 days 00:00:24.943000
847,20,1,20,23.872,0 days 00:00:23.872000
847,17,1,20,29.546,0 days 00:00:29.546000
847,67,2,20,24.649,0 days 00:00:24.649000
847,13,1,21,24.886,0 days 00:00:24.886000
847,30,2,21,24.196,0 days 00:00:24.196000
847,816,2,23,30.497,0 days 00:00:30.497000
847,816,3,33,24.655,0 days 00:00:24.655000
847,30,3,34,22.832,0 days 00:00:22.832000
847,16,2,34,22.923,0 days 00:00:22.923000
847,10,1,34,24.425,0 days 00:00:24.425000
847,22,3,34,24.684,0 days 00:00:24.684000
847,67,3,34,23.97,0 days 00:00:23.970000
847,2,1,35,23.113,0 days 00:00:23.113000
847,814,1,35,22.479,0 days 00:00:22.479000
847,18,4,35,23.589,0 days 00:00:23.589000
847,37,1,35,30.288,0 days 00:00:30.288000
847,153,2,35,24.863,0 days 00:00:24.863000
847,813,3,35,23.593,0 days 00:00:23.593000
847,24,2,35,34.897,0 days 00:00:34.897000
847,155,1,36,23.687,0 days 00:00:23.687000
847,13,2,36,22.742,0 days 00:00:22.742000
847,808,1,36,23.816,0 days 00:00:23.816000
847,17,2,36,22.402,0 days 00:00:22.402000
847,4,3,36,26.129,0 days 00:00:26.129000
847,3,3,36,22.735,0 days 00:00:22.735000
847,15,2,36,23.332,0 days 00:00:23.332000
847,816,4,36,14.538,0 days 00:00:14.538000
847,20,2,37,22.958,0 days 00:00:22.958000
847,39,1,37,29.115,0 days 00:00:29.115000
847,18,5,37,31.718,0 days 00:00:31.718000
847,814,2,43,28.63,0 days 00:00:28.630000
847,16,3,45,14.565,0 days 00:00:14.565000
847,16,4,49,32.449,0 days 00:00:32.449000
847,17,3,50,22.77,0 days 00:00:22.770000
847,22,4,50,23.059,0 days 00:00:23.059000
847,67,4,50,26.561,0 days 00:00:26.561000
847,814,3,50,14.538,0 days 00:00:14.538000
847,18,6,51,23.741,0 days 00:00:23.741000
847,153,3,51,23.338,0 days 00:00:23.338000
847,813,4,51,23.7,0 days 00:00:23.700000
847,10,2,51,25.079,0 days 00:00:25.079000
847,39,2,51,29.54,0 days 00:00:29.540000
847,30,4,52,22.869,0 days 00:00:22.869000
847,13,3,52,22.56,0 days 00:00:22.560000
847,2,2,52,23.364,0 days 00:00:23.364000
847,37,2,52,24.039,0 days 00:00:24.039000
847,15,3,52,25.14,0 days 00:00:25.140000
847,816,5,52,30.714,0 days 00:00:30.714000
847,20,3,53,22.526,0 days 00:00:22.526000
847,24,3,52,33.278,0 days 00:00:33.278000
847,155,2,53,24.618,0 days 00:00:24.618000
847,808,2,53,24.145,0 days 00:00:24.145000
847,3,4,53,22.702,0 days 00:00:22.702000
847,13,4,53,28.346,0 days 00:00:28.346000
847,814,4,53,23.129,0 days 00:00:23.129000
847,813,5,61,31.701,0 days 00:00:31.701000
848,813,1,10,21.301,0 days 00:00:21.301000
848,2,1,11,22.114,0 days 00:00:22.114000
848,22,1,11,21.163,0 days 00:00:21.163000
848,155,1,11,23.492,0 days 00:00:23.492000
848,1,1,12,20.34,0 days 00:00:20.340000
848,3,1,12,21.054,0 days 00:00:21.054000
848,16,1,12,20.676,0 days 00:00:20.676000
848,17,1,13,20.465,0 days 00:00:20.465000
848,20,1,14,21.006,0 days 00:00:21.006000
848,4,1,14,21.477,0 days 00:00:21.477000
848,18,1,14,20.997,0 days 00:00:20.997000
848,30,1,14,21.201,0 days 00:00:21.201000
848,814,1,14,20.567,0 days 00:00:20.567000
848,67,1,14,21.321,0 days 00:00:21.321000
848,5,1,14,23.241,0 days 00:00:23.241000
848,39,1,14,28.03,0 days 00:00:28.030000
848,13,1,15,20.718,0 days 00:00:20.718000
848,808,1,15,22.104,0 days 00:00:22.104000
848,30,2,15,30.665,0 days 00:00:30.665000
848,24,1,15,24.459,0 days 00:00:24.459000
848,10,1,17,21.9,0 days 00:00:21.900000
848,15,1,18,23.327,0 days 00:00:23.327000
848,816,1,18,21.943,0 days 00:00:21.943000
848,153,1,19,21.391,0 days 00:00:21.391000
848,1,2,24,21.035,0 days 00:00:21.035000
848,815,1,25,21.939,0 days 00:00:21.939000
848,67,2,26,20.46,0 days 00:00:20.460000
848,5,2,26,21.126,0 days 00:00:21.126000
848,2,2,27,22.285,0 days 00:00:22.285000
848,814,2,27,20.818,0 days 00:00:20.818000
848,808,2,27,21.168,0 days 00:00:21.168000
848,17,2,28,20.319,0 days 00:00:20.319000
848,16,2,28,20.286,0 days 00:00:20.286000
848,22,2,28,21.262,0 days 00:00:21.262000
848,813,2,28,21.805,0 days 00:00:21.805000
848,4,2,29,20.551,0 days 00:00:20.551000
848,24,2,28,22.766,0 days 00:00:22.766000
848,20,2,30,20.441,0 days 00:00:20.441000
848,18,2,30,20.325,0 days 00:00:20.325000
848,3,2,30,23.547,0 days 00:00:23.547000
848,39,2,29,24.675,0 days 00:00:24.675000
848,13,2,31,25.537,0 days 00:00:25.537000
848,30,3,31,21.168,0 days 00:00:21.168000
848,155,2,33,20.545,0 days 00:00:20.545000
848,15,2,34,22.131,0 days 00:00:22.131000
848,816,2,37,22.25,0 days 00:00:22.250000
848,808,3,39,21.105,0 days 00:00:21.105000
848,2,3,40,21.472,0 days 00:00:21.472000
848,22,3,40,21.286,0 days 00:00:21.286000
848,17,3,42,20.367,0 days 00:00:20.367000
848,1,3,42,20.212,0 days 00:00:20.212000
848,153,2,42,21.103,0 days 00:00:21.103000
848,5,3,42,22.632,0 days 00:00:22.632000
848,16,3,43,21.036,0 days 00:00:21.036000
848,10,2,42,22.03,0 days 00:00:22.030000
848,814,3,44,21.069,0 days 00:00:21.069000
848,4,3,45,20.136,0 days 00:00:20.136000
848,24,3,43,22.235,0 days 00:00:22.235000
848,813,3,44,21.49,0 days 00:00:21.490000
848,3,3,45,20.896,0 days 00:00:20.896000
848,67,3,45,20.995,0 days 00:00:20.995000
848,20,3,47,20.331,0 days 00:00:20.331000
848,39,3,44,26.059,0 days 00:00:26.059000
848,13,3,48,20.404,0 days 00:00:20.404000
848,18,3,48,20.479,0 days 00:00:20.479000
849,30,1,9,30.242,0 days 00:00:30.242000
849,2,1,10,24.716,0 days 00:00:24.716000
849,18,1,11,25.07,0 days 00:00:25.070000
849,16,1,11,25.737,0 days 00:00:25.737000
849,155,1,11,28.448,0 days 00:00:28.448000
849,813,1,11,26.238,0 days 00:00:26.238000
849,67,1,11,26.279,0 days 00:00:26.279000
849,808,1,11,24.88,0 days 00:00:24.880000
849,22,1,11,25.86,0 days 00:00:25.860000
849,10,1,11,25.416,0 days 00:00:25.416000
849,24,1,11,26.643,0 days 00:00:26.643000
849,816,1,11,28.742,0 days 00:00:28.742000
849,17,1,12,23.973,0 days 00:00:23.973000
849,4,1,12,26.566,0 days 00:00:26.566000
849,1,1,12,25.1,0 days 00:00:25.100000
849,814,1,12,26.612,0 days 00:00:26.612000
849,3,1,12,24.722,0 days 00:00:24.722000
849,815,1,12,25.386,0 days 00:00:25.386000
849,153,1,12,24.719,0 days 00:00:24.719000
849,817,1,12,25.872,0 days 00:00:25.872000
849,20,1,13,24.818,0 days 00:00:24.818000
849,13,1,13,24.159,0 days 00:00:24.159000
849,30,2,16,31.751,0 days 00:00:31.751000
849,155,2,20,31.551,0 days 00:00:31.551000
849,1,2,24,24.065,0 days 00:00:24.065000
849,814,2,24,45.291,0 days 00:00:45.291000
849,813,2,24,24.272,0 days 00:00:24.272000
849,16,2,25,24.077,0 days 00:00:24.077000
849,67,2,25,24.62,0 days 00:00:24.620000
849,17,2,26,25.49,0 days 00:00:25.490000
849,18,2,26,24.287,0 days 00:00:24.287000
849,13,2,26,23.929,0 days 00:00:23.929000
849,814,3,26,31.471,0 days 00:00:31.471000
849,20,2,27,31.558,0 days 00:00:31.558000
849,4,2,27,23.974,0 days 00:00:23.974000
849,816,2,28,25.428,0 days 00:00:25.428000
849,817,2,28,26.942,0 days 00:00:26.942000
849,3,2,30,24.399,0 days 00:00:24.399000
849,2,2,30,24.434,0 days 00:00:24.434000
849,10,2,30,24.959,0 days 00:00:24.959000
849,153,2,31,24.095,0 days 00:00:24.095000
849,30,3,31,24.651,0 days 00:00:24.651000
849,22,2,31,23.955,0 days 00:00:23.955000
849,815,2,32,25.619,0 days 00:00:25.619000
849,24,2,31,25.505,0 days 00:00:25.505000
849,813,3,35,23.869,0 days 00:00:23.869000
849,20,3,36,23.137,0 days 00:00:23.137000
849,1,3,37,23.34,0 days 00:00:23.340000
849,17,3,38,23.785,0 days 00:00:23.785000
849,808,2,38,24.172,0 days 00:00:24.172000
849,4,3,39,23.474,0 days 00:00:23.474000
849,18,3,39,23.292,0 days 00:00:23.292000
849,16,3,40,27.24,0 days 00:00:27.240000
849,13,3,41,23.238,0 days 00:00:23.238000
850,815,1,8,27.247,0 days 00:00:27.247000
