year,round,circuitId,name,date,quali_date,sprint_date
2018,12,11,Hungarian Grand Prix,29-07-2018,,
2018,13,13,Belgian Grand Prix,26-08-2018,,
2018,14,14,Italian Grand Prix,02-09-2018,,
2018,15,15,Singapore Grand Prix,16-09-2018,,
2018,16,71,Russian Grand Prix,30-09-2018,,
2018,17,22,Japanese Grand Prix,07-10-2018,,
2018,18,69,United States Grand Prix,21-10-2018,,
2018,19,32,Mexican Grand Prix,28-10-2018,,
2018,20,18,Brazilian Grand Prix,11-11-2018,,
2018,21,24,Abu Dhabi Grand Prix,25-11-2018,,
2019,1,1,Australian Grand Prix,17-03-2019,,
2019,2,3,Bahrain Grand Prix,31-03-2019,,
2019,3,17,Chinese Grand Prix,14-04-2019,,
2019,4,73,Azerbaijan Grand Prix,28-04-2019,,
2019,5,4,Spanish Grand Prix,12-05-2019,,
2019,6,6,Monaco Grand Prix,26-05-2019,,
2019,7,7,Canadian Grand Prix,09-06-2019,,
2019,8,34,French Grand Prix,23-06-2019,,
2019,9,70,Austrian Grand Prix,30-06-2019,,
2019,10,9,British Grand Prix,14-07-2019,,
2019,11,10,German Grand Prix,28-07-2019,,
2019,12,11,Hungarian Grand Prix,04-08-2019,,
2019,13,13,Belgian Grand Prix,01-09-2019,,
2019,14,14,Italian Grand Prix,08-09-2019,,
2019,15,15,Singapore Grand Prix,22-09-2019,,
2019,16,71,Russian Grand Prix,29-09-2019,,
2019,17,22,Japanese Grand Prix,13-10-2019,,
2019,18,32,Mexican Grand Prix,27-10-2019,,
2019,19,69,United States Grand Prix,03-11-2019,,
2019,20,18,Brazilian Grand Prix,17-11-2019,,
2019,21,24,Abu Dhabi Grand Prix,01-12-2019,,
2020,1,70,Austrian Grand Prix,05-07-2020,,
2020,2,70,Styrian Grand Prix,12-07-2020,,
2020,3,11,Hungarian Grand Prix,19-07-2020,,
2020,4,9,British Grand Prix,02-08-2020,,
2020,5,9,70th Anniversary Grand Prix,09-08-2020,,
2020,6,4,Spanish Grand Prix,16-08-2020,,
2020,7,13,Belgian Grand Prix,30-08-2020,,
2020,8,14,Italian Grand Prix,06-09-2020,,
2020,9,76,Tuscan Grand Prix,13-09-2020,,
2020,10,71,Russian Grand Prix,27-09-2020,,
2020,11,20,Eifel Grand Prix,11-10-2020,,
2020,12,75,Portuguese Grand Prix,25-10-2020,,
2020,13,21,Emilia Romagna Grand Prix,01-11-2020,,
2020,14,5,Turkish Grand Prix,15-11-2020,,
2020,15,3,Bahrain Grand Prix,29-11-2020,,
2020,16,3,Sakhir Grand Prix,06-12-2020,,
2020,17,24,Abu Dhabi Grand Prix,13-12-2020,,
2021,2,21,Emilia Romagna Grand Prix,18-04-2021,17-04-2021,
2022,1,3,Bahrain Grand Prix,20-03-2022,19-03-2022,
2021,1,3,Bahrain Grand Prix,28-03-2021,27-03-2021,
2021,20,78,Qatar Grand Prix,21-11-2021,20-11-2021,
2021,3,75,Portuguese Grand Prix,02-05-2021,01-05-2021,
2021,4,4,Spanish Grand Prix,09-05-2021,08-05-2021,
2021,5,6,Monaco Grand Prix,23-05-2021,22-05-2021,
2021,6,73,Azerbaijan Grand Prix,06-06-2021,05-06-2021,
2021,8,70,Styrian Grand Prix,27-06-2021,26-06-2021,
2021,7,34,French Grand Prix,20-06-2021,19-06-2021,
2021,9,70,Austrian Grand Prix,04-07-2021,03-07-2021,
2021,10,9,British Grand Prix,18-07-2021,16-07-2021,17-07-2021
2021,11,11,Hungarian Grand Prix,01-08-2021,31-07-2021,
2021,12,13,Belgian Grand Prix,29-08-2021,28-08-2021,
2021,13,39,Dutch Grand Prix,05-09-2021,04-09-2021,
2021,14,14,Italian Grand Prix,12-09-2021,10-09-2021,11-09-2021
2021,15,71,Russian Grand Prix,26-09-2021,25-09-2021,
2021,16,5,Turkish Grand Prix,10-10-2021,09-10-2021,
2021,17,69,United States Grand Prix,24-10-2021,23-10-2021,
2021,18,32,Mexico City Grand Prix,07-11-2021,06-11-2021,
2021,19,18,São Paulo Grand Prix,14-11-2021,12-11-2021,13-11-2021
2021,21,77,Saudi Arabian Grand Prix,05-12-2021,04-12-2021,
2021,22,24,Abu Dhabi Grand Prix,12-12-2021,11-12-2021,
2022,2,77,Saudi Arabian Grand Prix,27-03-2022,26-03-2022,
2022,3,1,Australian Grand Prix,10-04-2022,09-04-2022,
2022,4,21,Emilia Romagna Grand Prix,24-04-2022,22-04-2022,23-04-2022
2022,5,79,Miami Grand Prix,08-05-2022,07-05-2022,
2022,6,4,Spanish Grand Prix,22-05-2022,21-05-2022,
2022,7,6,Monaco Grand Prix,29-05-2022,28-05-2022,
2022,8,73,Azerbaijan Grand Prix,12-06-2022,11-06-2022,
2022,9,7,Canadian Grand Prix,19-06-2022,18-06-2022,
2022,10,9,British Grand Prix,03-07-2022,02-07-2022,
2022,11,70,Austrian Grand Prix,10-07-2022,08-07-2022,09-07-2022
2022,12,34,French Grand Prix,24-07-2022,23-07-2022,
2022,13,11,Hungarian Grand Prix,31-07-2022,30-07-2022,
2022,14,13,Belgian Grand Prix,28-08-2022,27-08-2022,
2022,15,39,Dutch Grand Prix,04-09-2022,03-09-2022,
2022,16,14,Italian Grand Prix,11-09-2022,10-09-2022,
2022,17,15,Singapore Grand Prix,02-10-2022,01-10-2022,
2022,18,22,Japanese Grand Prix,09-10-2022,08-10-2022,
2022,19,69,United States Grand Prix,23-10-2022,22-10-2022,
2022,20,32,Mexico City Grand Prix,30-10-2022,29-10-2022,
2022,21,18,São Paulo Grand Prix,13-11-2022,11-11-2022,12-11-2022
2022,22,24,Abu Dhabi Grand Prix,20-11-2022,19-11-2022,
2023,1,3,Bahrain Grand Prix,05-03-2023,04-03-2023,
2023,2,77,Saudi Arabian Grand Prix,19-03-2023,18-03-2023,
2023,3,1,Australian Grand Prix,02-04-2023,01-04-2023,
2023,4,73,Azerbaijan Grand Prix,30-04-2023,28-04-2023,29-04-2023
2023,5,79,Miami Grand Prix,07-05-2023,06-05-2023,
2023,6,6,Monaco Grand Prix,28-05-2023,27-05-2023,
2023,7,4,Spanish Grand Prix,04-06-2023,03-06-2023,
2023,8,7,Canadian Grand Prix,18-06-2023,17-06-2023,
2023,9,70,Austrian Grand Prix,02-07-2023,30-06-2023,01-07-2023
2023,10,9,British Grand Prix,09-07-2023,08-07-2023,
2023,11,11,Hungarian Grand Prix,23-07-2023,22-07-2023,
2023,12,13,Belgian Grand Prix,30-07-2023,28-07-2023,29-07-2023
2023,13,39,Dutch Grand Prix,27-08-2023,26-08-2023,
2023,14,14,Italian Grand Prix,03-09-2023,02-09-2023,
2023,15,15,Singapore Grand Prix,17-09-2023,16-09-2023,
2023,16,22,Japanese Grand Prix,24-09-2023,23-09-2023,
2023,17,78,Qatar Grand Prix,08-10-2023,06-10-2023,07-10-2023
2023,18,69,United States Grand Prix,22-10-2023,20-10-2023,21-10-2023
2023,19,32,Mexico City Grand Prix,29-10-2023,28-10-2023,
2023,20,18,São Paulo Grand Prix,05-11-2023,03-11-2023,04-11-2023
2023,21,80,Las Vegas Grand Prix,19-11-2023,17-11-2023,
2023,22,24,Abu Dhabi Grand Prix,26-11-2023,25-11-2023,
2024,1,3,Bahrain Grand Prix,02-03-2024,01-03-2024,
2024,2,77,Saudi Arabian Grand Prix,09-03-2024,08-03-2024,
2024,3,1,Australian Grand Prix,24-03-2024,23-03-2024,
2024,4,22,Japanese Grand Prix,07-04-2024,06-04-2024,
2024,5,17,Chinese Grand Prix,21-04-2024,20-04-2024,20-04-2024
2024,6,79,Miami Grand Prix,05-05-2024,04-05-2024,04-05-2024
2024,7,21,Emilia Romagna Grand Prix,19-05-2024,18-05-2024,
2024,8,6,Monaco Grand Prix,26-05-2024,25-05-2024,
2024,9,7,Canadian Grand Prix,09-06-2024,08-06-2024,
2024,10,4,Spanish Grand Prix,23-06-2024,22-06-2024,
2024,11,70,Austrian Grand Prix,30-06-2024,29-06-2024,29-06-2024
2024,12,9,British Grand Prix,07-07-2024,06-07-2024,
2024,13,11,Hungarian Grand Prix,21-07-2024,20-07-2024,
2024,14,13,Belgian Grand Prix,28-07-2024,27-07-2024,
2024,15,39,Dutch Grand Prix,25-08-2024,24-08-2024,
2024,16,14,Italian Grand Prix,01-09-2024,31-08-2024,
2024,17,73,Azerbaijan Grand Prix,15-09-2024,14-09-2024,
2024,18,15,Singapore Grand Prix,22-09-2024,21-09-2024,
2024,19,69,United States Grand Prix,20-10-2024,19-10-2024,19-10-2024
2024,20,32,Mexico City Grand Prix,27-10-2024,26-10-2024,
2024,21,18,São Paulo Grand Prix,03-11-2024,02-11-2024,02-11-2024
2024,22,80,Las Vegas Grand Prix,23-11-2024,22-11-2024,
2024,23,78,Qatar Grand Prix,01-12-2024,30-11-2024,30-11-2024
2024,24,24,Abu Dhabi Grand Prix,08-12-2024,07-12-2024,
