driverId,year,points
327,1973,47.0
328,1965,34.0
328,1966,14.0
328,1967,10.0
328,1968,36.0
328,1969,63.0
328,1970,25.0
328,1971,62.0
328,1972,45.0
328,1973,71.0
329,1971,0.0
329,1972,0.0
329,1973,0.0
330,1970,0.0
330,1971,0.0
330,1972,0.0
330,1973,0.0
331,1973,0.0
332,1973,5.0
333,1968,0.0
333,1970,0.0
333,1971,0.0
333,1972,3.0
333,1973,3.0
334,1965,0.0
334,1968,0.0
334,1971,0.0
334,1973,0.0
335,1973,0.0
336,1973,0.0
337,1971,0.0
337,1972,0.0
338,1971,0.0
338,1972,0.0
339,1970,0.0
339,1971,0.0
339,1972,0.0
340,1962,0.0
340,1963,0.0
340,1964,0.0
340,1965,0.0
340,1967,6.0
340,1968,0.0
340,1969,0.0
340,1970,0.0
340,1971,0.0
340,1972,0.0
341,1960,6.0
341,1961,4.0
341,1962,19.0
341,1963,22.0
341,1964,40.0
341,1965,17.0
341,1966,28.0
341,1967,20.0
341,1968,12.0
341,1969,6.0
341,1970,3.0
341,1971,3.0
341,1972,0.0
342,1971,0.0
342,1972,0.0
343,1968,0.0
343,1969,0.0
343,1972,0.0
344,1971,0.0
344,1972,0.0
345,1963,0.0
345,1964,1.0
345,1965,2.0
345,1966,0.0
345,1967,15.0
345,1968,18.0
345,1969,3.0
345,1970,23.0
345,1971,9.0
346,1962,0.0
346,1963,1.0
346,1964,7.0
346,1965,5.0
346,1966,3.0
346,1967,6.0
346,1968,12.0
346,1969,15.0
346,1970,0.0
346,1971,19.0
347,1956,0.0
347,1957,0.0
347,1958,3.0
347,1959,10.0
347,1960,4.0
347,1961,3.0
347,1962,3.0
347,1963,6.0
347,1964,3.0
347,1965,0.0
347,1966,1.0
347,1967,3.0
347,1968,3.0
347,1969,0.0
347,1970,0.0
347,1971,0.0
348,1971,0.0
349,1971,0.0
350,1968,5.0
350,1969,3.0
350,1971,0.0
351,1967,0.0
351,1968,2.0
351,1969,1.0
351,1970,0.0
351,1971,0.0
352,1969,0.0
352,1970,0.0
352,1971,0.0
353,1959,0.0
353,1960,0.0
353,1969,0.0
353,1970,0.0
353,1971,0.0
354,1971,0.0
355,1971,0.0
356,1955,0.0
356,1956,0.0
356,1957,0.0
356,1958,3.0
356,1959,34.0
356,1960,43.0
356,1961,4.0
356,1962,9.0
356,1963,14.0
356,1964,11.0
356,1965,9.0
356,1966,45.0
356,1967,48.0
356,1968,2.0
356,1969,14.0
356,1970,25.0
357,1969,0.0
357,1970,2.0
358,1964,0.0
358,1965,4.0
358,1966,24.0
358,1967,6.0
358,1968,8.0
358,1969,22.0
358,1970,45.0
359,1967,0.0
359,1968,6.0
359,1969,1.0
359,1970,2.0
360,1958,0.0
360,1959,16.5
360,1960,37.0
360,1961,11.0
360,1962,32.0
360,1963,17.0
360,1964,13.0
360,1965,10.0
360,1966,3.0
360,1967,3.0
360,1968,22.0
360,1969,26.0
360,1970,6.0
361,1967,0.0
361,1968,4.0
361,1969,16.0
361,1970,0.0
362,1963,0.0
362,1965,0.0
362,1969,0.0
362,1970,0.0
363,1970,3.0
364,1959,13.0
364,1960,0.0
364,1961,21.0
364,1962,15.0
364,1963,19.0
364,1964,19.0
364,1965,25.0
364,1966,4.0
364,1967,13.0
364,1968,3.0
364,1970,1.0
365,1967,0.0
365,1968,0.0
365,1970,0.0
366,1970,0.0
367,1970,0.0
368,1962,0.0
368,1963,0.0
368,1965,0.0
368,1967,0.0
368,1968,0.0
368,1969,0.0
369,1968,0.0
369,1969,0.0
370,1964,0.0
370,1965,2.0
370,1967,0.0
370,1968,6.0
370,1969,3.0
371,1967,0.0
371,1969,0.0
372,1969,0.0
373,1960,8.0
373,1961,11.0
373,1962,30.0
373,1963,73.0
373,1964,32.0
373,1965,54.0
373,1966,16.0
373,1967,41.0
373,1968,9.0
374,1963,0.0
374,1964,4.0
374,1965,10.0
374,1966,4.0
374,1967,9.0
374,1968,0.0
375,1963,1.0
375,1964,0.0
375,1965,0.0
375,1966,9.0
375,1967,1.0
375,1968,6.0
376,1959,0.0
376,1960,1.0
376,1961,0.0
376,1962,0.0
376,1963,0.0
376,1965,0.0
376,1968,5.0
377,1967,0.0
377,1968,0.0
378,1968,0.0
379,1967,0.0
379,1968,0.0
380,1964,0.0
380,1965,0.0
380,1968,0.0
381,1968,0.0
382,1963,0.0
382,1964,0.0
382,1965,0.0
382,1966,0.0
382,1967,0.0
382,1968,0.0
383,1963,0.0
383,1964,5.0
383,1965,0.0
383,1966,1.0
383,1967,2.0
384,1967,0.0
385,1961,0.0
385,1962,4.0
385,1963,6.0
385,1964,23.0
385,1965,13.0
385,1966,12.0
385,1967,0.0
386,1960,8.0
386,1961,16.0
386,1962,10.0
386,1963,34.0
386,1964,23.0
386,1965,11.0
386,1966,5.0
386,1967,0.0
387,1959,0.0
387,1966,12.0
387,1967,2.0
388,1966,0.0
388,1967,2.0
389,1966,0.0
389,1967,1.0
390,1967,0.0
391,1967,0.0
392,1967,0.0
393,1967,0.0
394,1961,9.0
394,1962,5.0
394,1963,0.0
394,1964,0.0
394,1965,0.0
394,1966,0.0
394,1967,0.0
395,1967,0.0
396,1965,0.0
396,1966,3.0
397,1962,0.0
397,1963,0.0
397,1964,11.0
397,1966,1.0
398,1960,0.0
398,1966,0.0
399,1964,0.0
399,1966,1.0
400,1966,0.0
401,1959,0.0
401,1961,0.0
401,1962,6.0
401,1963,1.0
401,1964,1.0
401,1966,0.0
402,1964,0.0
402,1965,0.0
402,1966,0.0
403,1958,9.0
403,1959,20.0
403,1960,16.0
403,1961,38.0
403,1962,14.0
403,1963,0.0
403,1964,1.0
403,1966,0.0
404,1959,5.0
404,1960,18.0
404,1961,12.0
404,1962,2.0
404,1963,6.0
404,1964,4.0
404,1965,0.0
404,1966,0.0
405,1964,0.0
405,1965,2.0
405,1966,0.0
406,1965,0.0
407,1963,0.0
407,1965,0.0
408,1961,0.0
408,1962,13.0
408,1963,9.0
408,1964,4.0
408,1965,0.0
409,1963,0.0
409,1965,0.0
410,1962,1.0
410,1963,0.0
410,1965,0.0
411,1962,0.0
411,1963,0.0
411,1965,0.0
412,1963,0.0
412,1965,0.0
413,1962,0.0
413,1963,0.0
413,1965,0.0
414,1965,0.0
415,1965,0.0
416,1965,0.0
417,1965,0.0
418,1957,10.0
418,1958,0.0
418,1959,10.0
418,1960,0.0
418,1961,0.0
418,1962,1.0
418,1963,0.0
418,1965,0.0
419,1965,0.0
420,1963,0.0
420,1964,0.0
420,1965,0.0
421,1965,0.0
422,1965,0.0
423,1963,3.0
423,1964,0.0
423,1965,0.0
424,1961,0.0
424,1962,0.0
424,1965,0.0
425,1961,0.0
425,1962,0.0
425,1965,0.0
426,1965,0.0
427,1950,0.0
427,1951,0.0
427,1952,2.0
427,1953,4.0
427,1954,17.0
427,1955,11.33
427,1956,0.0
427,1957,5.0
427,1958,12.0
427,1959,19.0
427,1960,0.0
427,1961,0.0
427,1962,0.0
427,1963,0.0
427,1964,2.0
428,1961,0.0
428,1962,0.0
428,1963,0.0
428,1964,0.0
429,1951,0.0
429,1953,0.0
429,1954,2.0
429,1956,0.0
429,1961,0.0
429,1963,0.0
429,1964,0.0
430,1957,0.0
430,1958,0.0
430,1959,0.0
430,1960,0.0
430,1961,0.0
430,1962,2.0
430,1963,2.0
430,1964,0.0
431,1953,0.0
431,1957,0.0
431,1958,0.0
431,1960,0.0
431,1961,0.0
431,1964,0.0
432,1959,0.0
432,1960,0.0
432,1963,0.0
432,1964,0.0
433,1961,0.0
433,1963,0.0
433,1964,2.0
434,1961,0.0
434,1962,0.0
434,1963,0.0
434,1964,0.0
435,1960,4.0
435,1961,0.0
435,1962,3.0
435,1963,0.0
436,1961,0.0
436,1962,0.0
436,1963,0.0
437,1958,0.0
437,1959,0.0
437,1960,0.0
437,1961,0.0
437,1962,0.0
437,1963,0.0
438,1962,0.0
438,1963,0.0
439,1960,0.0
439,1962,0.0
439,1963,0.0
440,1960,0.0
440,1961,0.0
440,1962,0.0
440,1963,3.0
441,1959,0.0
441,1961,0.0
441,1963,0.0
442,1962,0.0
442,1963,0.0
443,1963,0.0
444,1961,0.0
444,1962,0.0
444,1963,0.0
445,1962,0.0
445,1963,0.0
446,1962,0.0
446,1963,0.0
447,1961,0.0
447,1963,0.0
448,1963,0.0
449,1951,0.0
449,1952,0.0
449,1953,0.0
449,1954,0.0
449,1955,0.0
449,1956,0.0
449,1957,0.0
449,1958,0.0
449,1959,8.0
449,1960,6.0
449,1963,0.0
450,1963,0.0
451,1963,0.0
452,1963,0.0
453,1961,3.0
453,1962,0.0
454,1961,0.0
454,1962,4.0
455,1953,0.0
455,1958,0.0
455,1960,0.0
455,1961,0.0
455,1962,0.0
456,1952,0.0
456,1953,0.0
456,1954,0.0
456,1955,0.0
456,1956,0.0
456,1957,2.0
456,1958,15.0
456,1959,0.0
456,1960,0.0
456,1961,2.0
456,1962,0.0
457,1962,0.0
458,1962,0.0
459,1957,0.0
459,1958,0.0
459,1961,0.0
459,1962,0.0
460,1961,0.0
460,1962,0.0
461,1962,0.0
462,1959,0.0
462,1962,0.0
463,1962,0.0
464,1962,0.0
465,1959,0.0
465,1960,0.0
465,1961,0.0
465,1962,0.0
466,1962,0.0
467,1961,0.0
467,1962,0.0
468,1961,0.0
468,1962,0.0
469,1962,0.0
470,1962,0.0
471,1962,0.0
472,1962,0.0
473,1962,0.0
474,1962,0.0
475,1951,0.0
475,1952,0.0
475,1953,0.0
475,1954,4.0
475,1955,23.0
475,1956,28.0
475,1957,25.0
475,1958,41.0
475,1959,25.5
475,1960,19.0
475,1961,21.0
476,1956,0.0
476,1957,4.0
476,1958,9.0
476,1959,0.0
476,1960,10.0
476,1961,33.0
477,1958,3.0
477,1959,2.0
477,1960,6.0
477,1961,0.0
478,1953,0.0
478,1954,8.0
478,1955,1.0
478,1957,0.0
478,1958,0.0
478,1959,0.0
478,1960,1.0
478,1961,0.0
479,1956,0.0
479,1957,11.0
479,1958,24.0
479,1959,27.0
479,1960,7.0
479,1961,6.0
480,1961,0.0
481,1959,0.0
481,1960,3.0
481,1961,0.0
482,1956,2.0
482,1958,0.0
482,1959,3.0
482,1960,10.0
482,1961,3.0
483,1956,0.0
483,1957,1.0
483,1958,0.0
483,1959,0.0
483,1960,0.0
483,1961,0.0
484,1957,0.0
484,1958,0.0
484,1959,0.0
484,1960,0.0
484,1961,0.0
485,1961,0.0
486,1953,0.0
486,1955,0.0
486,1956,5.0
486,1957,0.0
486,1958,0.0
486,1959,0.0
486,1960,0.0
486,1961,0.0
487,1961,0.0
488,1961,0.0
489,1961,0.0
490,1961,0.0
491,1960,0.0
491,1961,0.0
492,1961,0.0
493,1961,0.0
494,1960,0.0
494,1961,0.0
495,1961,0.0
496,1953,0.0
496,1954,0.0
496,1955,2.0
496,1956,0.0
496,1957,4.0
496,1958,0.0
496,1960,3.0
497,1960,0.0
498,1950,0.0
498,1951,27.0
498,1952,6.5
498,1953,14.5
498,1954,26.64
498,1955,2.0
498,1956,0.0
498,1957,1.0
498,1960,0.0
499,1960,0.0
500,1960,0.0
501,1950,0.0
501,1951,0.0
501,1952,0.0
501,1953,0.0
501,1954,0.0
501,1955,0.0
501,1956,3.0
501,1957,10.0
501,1958,14.0
501,1959,5.0
501,1960,0.0
502,1958,0.0
502,1959,0.0
502,1960,0.0
503,1960,0.0
504,1960,0.0
505,1959,0.0
505,1960,0.0
506,1956,0.0
506,1957,0.0
506,1959,0.0
506,1960,0.0
507,1960,0.0
508,1960,0.0
509,1950,0.0
509,1952,6.0
509,1953,0.0
509,1954,0.0
509,1955,0.0
509,1956,0.0
509,1957,7.0
509,1958,2.0
509,1959,6.0
509,1960,8.0
510,1958,0.0
510,1959,2.0
510,1960,4.0
511,1959,0.0
511,1960,3.0
512,1953,0.0
512,1954,0.0
512,1955,3.0
512,1956,0.0
512,1957,0.0
512,1958,0.0
512,1959,5.0
512,1960,2.0
513,1952,0.0
513,1953,0.0
513,1954,0.0
513,1955,0.0
513,1956,0.0
513,1957,0.0
513,1958,0.0
513,1959,0.0
513,1960,1.0
514,1956,0.0
514,1957,0.0
514,1958,0.0
514,1959,0.0
514,1960,0.0
515,1960,0.0
516,1956,0.0
516,1957,0.0
516,1958,0.0
516,1959,0.0
516,1960,0.0
517,1959,0.0
517,1960,0.0
518,1950,0.0
518,1951,0.0
518,1952,3.0
518,1953,2.0
518,1954,1.5
518,1955,0.0
518,1959,0.0
518,1960,0.0
519,1954,0.0
519,1955,1.0
519,1960,0.0
520,1950,0.0
520,1952,0.0
520,1953,0.0
520,1954,0.0
520,1956,0.0
520,1957,0.0
520,1959,0.0
520,1960,0.0
521,1951,0.0
521,1952,0.0
521,1953,0.0
521,1954,0.0
521,1960,0.0
522,1959,0.0
522,1960,0.0
523,1955,0.0
523,1958,0.0
523,1960,0.0
524,1960,0.0
525,1952,0.0
525,1953,0.0
525,1954,6.0
525,1955,0.0
525,1956,0.0
525,1957,4.0
525,1958,8.0
525,1959,0.0
525,1960,0.0
526,1950,0.0
526,1951,0.0
526,1952,8.0
526,1954,1.5
526,1956,0.0
526,1957,0.0
526,1958,0.0
526,1960,0.0
527,1957,0.0
527,1958,0.0
527,1959,0.0
527,1960,0.0
528,1953,0.0
528,1954,0.0
528,1955,0.0
528,1956,4.0
528,1957,0.0
528,1958,0.0
528,1959,0.0
528,1960,0.0
529,1950,1.0
529,1951,0.0
529,1952,0.0
529,1953,0.0
529,1954,0.0
529,1955,3.0
529,1956,0.0
529,1957,0.0
529,1958,4.0
529,1959,3.0
529,1960,0.0
530,1960,0.0
531,1958,0.0
531,1959,0.0
531,1960,0.0
532,1955,0.0
532,1956,0.0
532,1957,0.0
532,1960,0.0
533,1955,0.0
533,1956,0.0
533,1957,0.0
533,1958,4.0
533,1959,0.0
533,1960,0.0
534,1951,0.0
534,1960,0.0
535,1959,0.0
535,1960,0.0
536,1958,0.0
536,1959,0.0
536,1960,0.0
537,1950,0.0
537,1956,2.0
537,1958,0.0
537,1959,0.0
537,1960,0.0
538,1955,0.0
538,1956,0.0
538,1957,0.0
538,1959,0.0
538,1960,0.0
539,1958,0.0
539,1960,0.0
540,1959,0.0
540,1960,0.0
541,1954,0.0
541,1956,4.0
541,1957,0.0
541,1958,0.0
541,1959,0.0
541,1960,1.0
542,1959,0.0
542,1960,0.0
543,1958,0.0
543,1959,0.0
543,1960,3.0
544,1960,0.0
545,1960,0.0
546,1960,0.0
547,1954,0.0
547,1955,0.0
547,1956,2.0
547,1957,0.0
547,1958,0.0
547,1960,0.0
548,1960,0.0
549,1957,0.0
549,1958,0.0
549,1959,0.0
550,1959,0.0
551,1958,0.0
551,1959,0.0
552,1959,0.0
553,1958,0.0
553,1959,0.0
554,1952,6.0
554,1953,0.0
554,1954,0.0
554,1955,6.0
554,1956,22.0
554,1957,6.0
554,1958,9.0
554,1959,2.0
555,1950,0.0
555,1953,1.5
555,1954,0.0
555,1955,3.0
555,1956,1.0
555,1957,3.0
555,1958,0.0
555,1959,0.0
556,1953,0.0
556,1954,0.0
556,1955,0.0
556,1956,0.0
556,1957,0.0
556,1959,0.0
557,1959,0.0
558,1955,0.0
558,1956,0.0
558,1957,0.0
558,1958,0.0
558,1959,0.0
559,1950,0.0
559,1953,0.0
559,1954,0.0
559,1955,0.0
559,1956,8.0
559,1959,0.0
560,1957,0.0
560,1958,0.0
560,1959,0.0
561,1955,0.0
561,1956,0.0
561,1959,0.0
562,1956,0.0
562,1957,0.0
562,1958,0.0
562,1959,0.0
563,1955,0.0
563,1957,0.0
563,1958,0.0
563,1959,0.0
564,1958,0.0
564,1959,0.0
565,1957,0.0
565,1958,0.0
565,1959,0.0
566,1958,0.0
566,1959,0.0
567,1959,0.0
568,1959,0.0
569,1959,0.0
570,1959,0.0
571,1959,0.0
572,1959,0.0
573,1957,0.0
573,1959,0.0
574,1959,0.0
575,1959,0.0
576,1959,0.0
577,1953,0.0
577,1954,6.0
577,1955,6.0
577,1956,4.0
577,1957,16.0
577,1958,12.0
578,1952,10.0
578,1953,27.0
578,1954,24.64
578,1955,0.0
578,1956,4.0
578,1957,13.0
578,1958,49.0
579,1950,27.0
579,1951,37.0
579,1953,29.5
579,1954,57.14
579,1955,41.0
579,1956,34.5
579,1957,46.0
579,1958,7.0
580,1951,0.0
580,1954,0.0
580,1956,6.0
580,1957,0.0
580,1958,0.0
581,1952,0.0
581,1953,0.0
581,1954,0.0
581,1955,0.0
581,1956,25.0
581,1957,8.0
581,1958,14.0
582,1958,0.0
583,1956,1.5
583,1958,0.0
584,1958,0.0
585,1956,0.0
585,1958,0.0
586,1955,0.0
586,1956,0.0
586,1957,0.0
586,1958,0.0
587,1958,0.0
588,1958,0.0
589,1950,4.0
589,1951,0.0
589,1953,0.0
589,1955,0.0
589,1956,0.0
589,1958,0.0
590,1957,5.0
590,1958,11.0
591,1958,6.0
592,1952,0.0
592,1954,0.0
592,1955,0.0
592,1956,0.0
592,1957,0.0
592,1958,0.0
593,1950,9.0
593,1951,0.0
593,1952,0.0
593,1953,0.0
593,1954,0.0
593,1955,0.0
593,1956,3.0
593,1957,0.0
593,1958,0.0
594,1956,0.0
594,1957,0.0
594,1958,0.0
595,1956,0.0
595,1958,0.0
596,1954,0.0
596,1955,0.0
596,1956,0.0
596,1957,0.0
596,1958,0.0
597,1954,0.0
597,1955,0.0
597,1956,0.0
597,1957,0.0
597,1958,0.0
598,1958,0.0
599,1958,0.0
600,1958,0.0
601,1957,0.0
601,1958,0.0
602,1958,0.0
603,1958,0.0
604,1958,0.0
605,1958,0.0
606,1956,3.0
606,1957,1.0
607,1955,2.0
607,1956,3.0
607,1957,0.0
608,1955,12.0
608,1956,7.5
608,1957,0.0
609,1951,0.0
609,1952,0.0
609,1955,0.0
609,1956,0.0
609,1957,0.0
610,1956,0.0
610,1957,0.0
611,1950,0.0
611,1951,0.0
611,1952,4.0
611,1953,2.0
611,1954,0.0
611,1955,0.0
611,1956,6.0
611,1957,8.0
612,1951,3.0
612,1952,0.0
612,1953,0.0
612,1954,0.0
612,1955,0.0
612,1956,0.0
612,1957,2.0
613,1953,0.0
613,1954,0.0
613,1957,0.0
614,1957,0.0
615,1950,0.0
615,1951,0.0
615,1952,0.0
615,1953,1.5
615,1954,0.0
615,1955,0.0
615,1956,0.0
615,1957,0.0
616,1957,0.0
617,1957,0.0
618,1957,0.0
619,1950,0.0
619,1951,0.0
619,1953,0.0
619,1954,0.0
619,1956,0.0
619,1957,0.0
620,1953,0.0
620,1954,2.0
620,1955,1.33
620,1956,0.0
620,1957,0.0
621,1957,0.0
622,1951,0.0
622,1952,0.0
622,1953,0.0
622,1956,1.5
623,1955,0.0
623,1956,0.0
624,1955,0.0
624,1956,2.0
625,1952,0.0
625,1953,0.0
625,1954,2.0
625,1955,0.0
625,1956,0.0
626,1950,3.0
626,1951,0.0
626,1952,9.0
626,1953,0.0
626,1954,4.0
626,1955,0.0
626,1956,0.0
627,1950,13.0
627,1951,3.0
627,1952,0.0
627,1953,0.0
627,1954,0.0
627,1955,0.0
627,1956,2.0
628,1952,0.0
628,1953,0.0
628,1954,0.0
628,1955,8.0
628,1956,0.0
629,1951,0.0
629,1952,0.0
629,1956,0.0
630,1950,0.0
630,1951,0.0
630,1953,0.0
630,1956,0.0
631,1955,0.0
631,1956,0.0
632,1952,2.0
632,1953,0.0
632,1954,0.0
632,1955,3.0
632,1956,6.0
633,1950,0.0
633,1951,18.0
633,1952,8.0
633,1953,17.0
633,1954,2.0
633,1955,2.0
633,1956,2.0
634,1956,0.0
635,1956,0.0
636,1956,0.0
637,1956,0.0
638,1954,0.0
638,1956,0.0
638,1957,0.0
639,1956,0.0
640,1950,0.0
640,1951,2.0
640,1952,0.0
640,1953,7.0
640,1954,0.0
640,1956,0.0
641,1950,0.0
641,1951,10.0
641,1952,22.0
641,1954,0.0
641,1955,9.0
641,1956,0.0
642,1950,30.0
642,1951,22.0
642,1952,27.0
642,1953,32.0
642,1954,6.0
642,1955,10.33
643,1953,0.0
643,1954,6.0
643,1955,7.0
644,1953,0.0
644,1954,4.0
644,1955,0.0
645,1954,0.0
645,1955,0.0
646,1955,0.0
647,1950,11.0
647,1951,28.0
647,1952,53.5
647,1953,46.5
647,1954,1.0
647,1955,0.0
648,1954,12.0
648,1955,5.0
649,1953,0.0
649,1955,0.0
650,1954,0.0
650,1955,0.0
651,1952,0.0
651,1953,0.0
651,1954,0.0
651,1955,0.0
652,1955,0.0
653,1950,0.0
653,1951,0.0
653,1953,0.0
653,1954,0.0
653,1955,4.0
654,1950,0.0
654,1951,0.0
654,1953,0.0
654,1954,0.0
654,1955,1.0
655,1953,0.0
655,1954,0.0
655,1955,0.0
656,1952,2.0
656,1953,6.0
656,1954,0.0
656,1955,0.0
657,1951,0.0
657,1952,1.0
657,1953,9.0
657,1954,8.0
657,1955,1.0
658,1950,0.0
658,1951,2.0
658,1952,0.0
658,1953,2.0
658,1954,5.0
658,1955,0.0
659,1950,0.0
659,1953,0.0
659,1954,0.0
659,1955,0.0
660,1950,0.0
660,1951,0.0
660,1952,0.0
660,1953,0.0
660,1955,0.0
661,1950,0.0
661,1951,0.0
661,1955,0.0
662,1955,0.0
663,1952,3.0
663,1953,0.0
663,1954,0.0
663,1955,0.0
664,1952,0.0
664,1953,0.0
664,1955,0.0
665,1954,0.0
665,1955,0.0
666,1950,0.0
666,1953,0.0
666,1955,0.0
667,1953,0.0
667,1955,0.0
668,1955,0.0
669,1950,5.0
669,1951,0.0
669,1952,0.0
669,1953,0.0
669,1954,3.0
670,1951,0.0
670,1953,4.0
670,1954,4.14
671,1954,0.0
672,1954,0.0
673,1951,6.0
673,1953,0.0
673,1954,2.0
674,1954,0.0
675,1951,2.0
675,1952,0.0
675,1953,0.0
675,1954,0.0
676,1954,0.0
677,1950,0.0
677,1952,0.0
677,1953,0.0
677,1954,0.0
678,1954,0.0
679,1953,0.0
679,1954,0.0
680,1951,0.0
680,1953,0.0
680,1954,0.0
681,1953,0.0
681,1954,0.0
682,1954,0.0
683,1954,0.0
684,1954,0.0
685,1954,0.0
686,1950,4.0
686,1951,5.0
686,1952,0.0
686,1954,0.0
687,1950,4.0
687,1951,0.0
687,1952,0.0
687,1953,0.0
687,1954,0.0
688,1952,0.0
688,1954,0.0
689,1952,2.0
689,1953,0.0
689,1954,0.0
690,1953,0.0
690,1954,0.0
691,1953,2.0
691,1954,0.0
692,1952,0.0
692,1953,0.0
692,1954,0.0
693,1953,0.0
693,1954,0.0
694,1954,0.0
695,1953,2.0
696,1953,0.0
697,1950,2.0
697,1951,7.0
697,1952,2.0
697,1953,6.5
698,1953,0.0
699,1951,0.0
699,1952,0.0
699,1953,0.0
700,1951,0.0
700,1953,0.0
701,1950,6.0
701,1953,0.0
702,1952,0.0
702,1953,0.0
702,1954,0.0
703,1952,0.0
703,1953,0.0
704,1950,3.0
704,1951,2.0
704,1952,0.0
704,1953,0.0
705,1952,0.0
705,1953,0.0
706,1953,0.0
707,1953,0.0
708,1951,0.0
708,1952,0.0
708,1953,0.0
709,1952,0.0
709,1953,0.0
710,1952,0.0
710,1953,0.0
711,1953,0.0
712,1952,0.0
712,1953,0.0
713,1953,0.0
714,1953,0.0
715,1952,0.0
715,1953,0.0
716,1953,0.0
717,1952,0.0
717,1953,0.0
718,1953,0.0
719,1953,0.0
720,1952,0.0
720,1953,0.0
721,1951,0.0
721,1952,0.0
721,1953,0.0
722,1952,0.0
722,1953,0.0
723,1951,0.0
723,1952,10.0
724,1952,0.0
725,1951,0.0
725,1952,0.0
726,1950,0.0
726,1951,0.0
726,1952,0.0
727,1952,0.0
728,1951,0.0
728,1952,0.0
729,1950,0.0
729,1951,0.0
729,1952,0.0
730,1952,0.0
730,1954,0.0
731,1950,0.0
731,1951,0.0
731,1952,0.0
732,1950,0.0
732,1951,0.0
732,1952,0.0
733,1951,0.0
733,1952,0.0
734,1951,2.0
734,1952,0.0
735,1952,0.0
736,1952,0.0
737,1952,0.0
738,1952,0.0
739,1952,0.0
740,1950,0.0
740,1952,0.0
741,1950,3.0
741,1951,0.0
741,1952,0.0
742,1952,3.0
743,1952,2.0
744,1952,0.0
745,1952,0.0
746,1952,0.0
747,1950,0.0
747,1951,0.0
747,1952,0.0
748,1952,0.0
749,1952,0.0
750,1952,0.0
751,1952,0.0
752,1952,0.0
753,1952,0.0
754,1952,0.0
755,1952,0.0
756,1950,0.0
756,1951,0.0
756,1952,0.0
757,1952,0.0
758,1952,0.0
759,1952,0.0
760,1952,0.0
761,1952,0.0
762,1950,0.0
762,1951,0.0
762,1952,0.0
763,1950,0.0
763,1951,3.0
764,1950,0.0
764,1951,0.0
765,1950,0.0
765,1951,0.0
766,1950,0.0
766,1951,9.0
767,1951,0.0
768,1950,4.0
768,1951,0.0
769,1951,0.0
770,1950,3.0
770,1951,0.0
771,1950,0.0
771,1951,0.0
772,1950,0.0
772,1951,0.0
773,1950,0.0
773,1951,0.0
774,1950,1.0
774,1951,0.0
775,1951,0.0
776,1950,0.0
776,1951,0.0
777,1951,0.0
778,1950,0.0
778,1951,0.0
779,1951,0.0
780,1950,0.0
780,1951,0.0
781,1951,0.0
782,1951,0.0
783,1951,0.0
784,1950,0.0
785,1950,0.0
786,1950,28.0
786,1951,4.0
787,1950,0.0
788,1950,0.0
789,1950,0.0
790,1950,0.0
791,1950,0.0
792,1950,0.0
793,1950,3.0
794,1950,1.0
795,1950,0.0
796,1950,0.0
797,1950,0.0
797,1953,0.0
798,1950,0.0
799,1950,0.0
799,1954,0.0
800,1950,0.0
801,1950,0.0
802,1950,3.0
803,1950,0.0
804,1953,0.0
805,1954,0.0
806,1956,0.0
807,2010,22.0
807,2012,63.0
807,2013,51.0
807,2014,96.0
807,2015,58.0
807,2016,72.0
807,2017,43.0
807,2018,69.0
807,2019,37.0
807,2020,10.0
807,2022,0.0
807,2023,6.0
807,2024,36.0
808,2010,27.0
808,2011,37.0
808,2012,0.0
810,2010,0.0
811,2010,0.0
811,2011,2.0
811,2012,31.0
812,2010,0.0
812,2011,0.0
813,2011,1.0
813,2012,45.0
813,2013,1.0
813,2014,2.0
813,2015,27.0
814,2011,27.0
814,2012,46.0
814,2013,48.0
814,2017,0.0
815,2011,14.0
815,2012,66.0
815,2013,49.0
815,2014,59.0
815,2015,78.0
815,2016,101.0
815,2017,100.0
815,2018,62.0
815,2019,52.0
815,2020,125.0
815,2021,190.0
815,2022,291.0
815,2023,260.0
815,2024,138.0
816,2011,0.0
816,2012,0.0
817,2011,0.0
817,2012,10.0
817,2013,20.0
817,2014,238.0
817,2015,92.0
817,2016,256.0
817,2017,200.0
817,2018,170.0
817,2019,54.0
817,2020,119.0
817,2021,114.0
817,2022,34.0
817,2023,6.0
817,2024,7.0
818,2012,16.0
818,2013,13.0
818,2014,22.0
819,2012,0.0
819,2013,0.0
820,2013,0.0
820,2014,0.0
821,2013,6.0
821,2014,0.0
821,2016,0.0
822,2013,4.0
822,2014,186.0
822,2015,136.0
822,2016,85.0
822,2017,305.0
822,2018,247.0
822,2019,326.0
822,2020,223.0
822,2021,219.0
822,2022,47.0
822,2023,10.0
822,2024,0.0
823,2013,0.0
824,2013,0.0
824,2014,2.0
825,2014,55.0
825,2015,0.0
825,2016,7.0
825,2017,19.0
825,2018,56.0
825,2019,20.0
825,2020,1.0
825,2022,21.0
825,2023,3.0
825,2024,14.0
826,2014,8.0
826,2015,95.0
826,2016,25.0
826,2017,5.0
826,2019,37.0
826,2020,32.0
827,2014,0.0
828,2014,0.0
828,2015,9.0
828,2016,0.0
828,2017,0.0
828,2018,9.0
829,2014,0.0
829,2015,0.0
830,2015,49.0
830,2016,204.0
830,2017,168.0
830,2018,249.0
830,2019,278.0
830,2020,214.0
830,2021,388.5
